"year","division","region","state","state.code","est_pop","sum_total_homeless","sum_unemploy_rate","mean.homeless","mean.unemploy","homeless_proportion","unemploy_proportion"
2011,"East South Central","South","Tennessee","TN",6397634,9113,1146.4,9710.7,893,0.00142443284501739,0.000179191244763298
2011,"West South Central","South","Texas","TX",25646389,36911,2043.9,32773.3,1161.96,0.00143922795524937,7.96954300272058e-05
2011,"Mountain","West","Utah","UT",2816124,3130,282.2,3237.1,204.88,0.00111145673983106,0.000100208655584768
2011,"New England","Northeast","Vermont","VT",626730,1144,103.5,1238,86.63,0.00182534743829081,0.000165142884495716
2011,"South Atlantic","South","Virginia","VA",8110035,8816,1138.7,8130.1,745.68,0.00108704832963113,0.000140406299109683
2011,"Pacific","West","Washington","WA",6822520,20439,480.1,20838.4,384.88,0.00299581386349912,7.03698926496368e-05
2011,"South Atlantic","South","West Virginia","WV",1854972,2211,595.9,2045.2,470.39,0.00119193173805319,0.000321244741160513
2011,"East North Central","Midwest","Wisconsin","WI",5709640,5785,714.5,5966.8,580.5,0.00101319873056795,0.000125139238200657
2011,"Mountain","West","Wyoming","WY",567725,1038,161.4,859.8,127.62,0.00182834999339469,0.000284292571227267
2012,"East South Central","South","Alabama","AL",4815960,5209,643.4,5106.3,624,0.00108161197352137,0.000133597455128365
2012,"Mountain","West","Arizona","AZ",6549634,11302,176.1,11803.2,149.56,0.00172559260563262,2.68869985712179e-05
2012,"West South Central","South","Arkansas","AR",2950685,4214,727,3211.4,633.61,0.00142814295663549,0.000246383466889892
2012,"Pacific","West","California","CA",38011074,120098,0,123428.5,498.51,0.00315955292397158,0
2012,"Mountain","West","Colorado","CO",5189867,16768,550.3,13189.1,415.96,0.00323091131237082,0.000106033545753677
2012,"New England","Northeast","Connecticut","CT",3593795,4209,68.1,4354.2,58.62,0.00117118533472277,1.89493279388502e-05
2012,"South Atlantic","South","Delaware","DE",916993,1008,24.1,1001.9,20.7,0.00109924503240483,2.62815528580916e-05
2012,"Pacific","West","Hawaii","HI",1391820,6246,31.2,6497.5,22.91,0.00448764926499116,2.24166918135966e-05
2012,"Mountain","West","Idaho","ID",1595911,1968,440.2,1976.3,352.13,0.0012331514727325,0.000275829917833764
2012,"East North Central","Midwest","Illinois","IL",12870798,14144,965.3,13811.3,890.01,0.00109892176071756,7.49992347016867e-05
2012,"East North Central","Midwest","Indiana","IN",6537743,6259,872.1,6437.2,755.65,0.000957364032204998,0.000133394659288381
2012,"West North Central","Midwest","Iowa","IA",3076310,2928,615,3088.7,585.65,0.000951789644086584,0.000199914833030481
2012,"West North Central","Midwest","Kansas","KS",2885262,2458,591.7,2094.9,532.9,0.000851915701243076,0.00020507669667434
2012,"East South Central","South","Kentucky","KY",4384799,5230,1240.2,5919.3,939.44,0.00119275706822593,0.000282840787000727
2012,"West South Central","South","Louisiana","LA",4603429,7772,0,7093.1,328.47,0.00168830669485725,0
2012,"New England","Northeast","Maine","ME",1328895,2393,154.3,2528.8,128.84,0.00180074422734678,0.000116111506176184
2012,"South Atlantic","South","Maryland","MD",5889651,9454,209.5,9319.2,175.84,0.00160518849079513,3.55708682908376e-05
2012,"New England","Northeast","Massachusetts","MA",6658008,17501,124.1,17693.5,113.1,0.00262856397889579,1.8639208604135e-05
2012,"East North Central","Midwest","Michigan","MI",9887238,12592,974.7,15296.9,658.28,0.00127356092773331,9.85816261325964e-05
2012,"West North Central","Midwest","Minnesota","MN",5380285,7744,658.3,7727.1,651.42,0.00143932895748088,0.000122354113211475
2012,"East South Central","South","Mississippi","MS",2984945,2413,949.8,2194.7,851.98,0.000808390104340281,0.000318196817696808
2012,"West North Central","Midwest","Missouri","MO",6025415,10463,962.9,7911,917.75,0.00173647790235195,0.000159806419972732
2012,"Mountain","West","Montana","MT",1005196,1833,387.1,1572.9,354.64,0.00182352496428557,0.000385099025463691
2012,"West North Central","Midwest","Nebraska","NE",1855725,3789,395.2,3411.7,381.19,0.00204178959705775,0.000212962588745639
2012,"Mountain","West","Nevada","NV",2752565,8497,198.1,8907.1,156.47,0.00308693890970785,7.19692359671797e-05
2012,"New England","Northeast","New Hampshire","NH",1321182,1496,60.1,1608.5,52.18,0.00113231939278616,4.54895691888021e-05
2012,"Middle Atlantic","Northeast","New Jersey","NJ",8873211,13025,219.3,12788,175.24,0.00146790152967173,2.47148411099432e-05
2012,"Mountain","West","New Mexico","NM",2083784,3245,283.4,3028.3,241.53,0.0015572631328391,0.000136002579921911
2012,"Middle Atlantic","Northeast","New York","NY",19602769,69566,606,71603.2,497.59,0.00354878435796494,3.09139999558226e-05
2012,"South Atlantic","South","North Carolina","NC",9746175,13524,1152.4,11964.5,935.65,0.00138762129758598,0.000118241258750228
2012,"West North Central","Midwest","North Dakota","ND",702087,688,244.3,966.9,249.92,0.000979935535054772,0.00034796257443878
2012,"East North Central","Midwest","Ohio","OH",11550839,13977,849.2,12218.6,807.37,0.00121004197184291,7.35184690912929e-05
2012,"West South Central","South","Oklahoma","OK",3817054,5032,471.3,4427.4,436.06,0.00131829416088952,0.000123472185617495
2012,"Pacific","West","Oregon","OR",3899116,15828,425.3,16057.6,360.16,0.00405938166497227,0.000109076005945963
2012,"Middle Atlantic","Northeast","Pennsylvania","PA",12771854,14736,582.4,15222.1,523.41,0.00115378706959851,4.56002707202885e-05
2012,"New England","Northeast","Rhode Island","RI",1052901,1277,57.6,1264.9,44.97,0.00121283957371111,5.47059979998119e-05
2012,"South Atlantic","South","South Carolina","SC",4720760,4915,564.5,5228,469.11,0.00104114591718283,0.000119578203509604
2012,"West North Central","Midwest","South Dakota","SD",834441,859,373.8,839.2,333.56,0.00102943167941173,0.000447964565499538
2012,"East South Central","South","Tennessee","TN",6454306,9426,952.9,9710.7,893,0.00146042037672214,0.00014763787152329
2012,"West South Central","South","Texas","TX",26071655,34052,1782.3,32773.3,1161.96,0.00130609276626282,6.8361598065025e-05
2012,"Mountain","West","Utah","UT",2855782,3527,234.4,3237.1,204.88,0.00123503824871786,8.2079094272602e-05
2012,"New England","Northeast","Vermont","VT",626444,1160,94.8,1238,86.63,0.00185172178199488,0.00015133036632165
2012,"South Atlantic","South","Virginia","VA",8192048,8424,1053.2,8130.1,745.68,0.00102831428722097,0.000128563699822071
2012,"Pacific","West","Washington","WA",6895226,20504,442.2,20838.4,384.88,0.00297365162505188,6.41313279651747e-05
2012,"South Atlantic","South","West Virginia","WV",1856560,2410,499.2,2045.2,470.39,0.00129809971129401,0.000268884388331107
2012,"East North Central","Midwest","Wisconsin","WI",5726177,6027,640.9,5966.8,580.5,0.00105253470159934,0.000111924587731046
2012,"Mountain","West","Wyoming","WY",576765,1813,145.6,859.8,127.62,0.00314339462346016,0.00025244250257904
2013,"East South Central","South","Alabama","AL",4829479,4689,644.9,5106.3,624,0.000970912183281054,0.000133534072722958
2013,"Mountain","West","Arizona","AZ",6624617,10562,168.2,11803.2,149.56,0.00159435632278817,2.53901470832201e-05
2013,"West South Central","South","Arkansas","AR",2958663,3812,724.2,3211.4,633.61,0.00128841980313405,0.00024477272335511
2013,"Pacific","West","California","CA",38335203,118552,0,123428.5,498.51,0.00309251003574965,0
2013,"Mountain","West","Colorado","CO",5267603,9754,530.8,13189.1,415.96,0.00185169611301383,0.000100766895303234
2013,"New England","Northeast","Connecticut","CT",3596003,4448,67.9,4354.2,58.62,0.00123692889021505,1.88820754598926e-05
2013,"South Atlantic","South","Delaware","DE",925395,946,24.6,1001.9,20.7,0.0010222661674204,2.65832428314395e-05
2013,"Pacific","West","Hawaii","HI",1406481,6335,23,6497.5,22.91,0.00450414900734528,1.63528693242212e-05
2013,"Mountain","West","Idaho","ID",1612011,1781,388.4,1976.3,352.13,0.0011048311705069,0.000240941283899427
2013,"East North Central","Midwest","Illinois","IL",12879505,13425,1060.7,13811.3,890.01,0.00104235372399793,8.23556495377734e-05
2013,"East North Central","Midwest","Indiana","IN",6569102,6096,902.2,6437.2,755.65,0.000927980719434711,0.000137339928653871
2013,"West North Central","Midwest","Iowa","IA",3091930,3084,607.5,3088.7,585.65,0.00099743525888361,0.000196479221715886
2013,"West North Central","Midwest","Kansas","KS",2892821,2331,571.6,2094.9,532.9,0.000805787845151843,0.000197592592144485
2013,"East South Central","South","Kentucky","KY",4400477,5245,1274.3,5919.3,939.44,0.00119191623998944,0.000289582243015928
2013,"West South Central","South","Louisiana","LA",4626402,5226,581.1,7093.1,328.47,0.00112960352342922,0.000125605167903697
2013,"New England","Northeast","Maine","ME",1329076,3016,144.3,2528.8,128.84,0.00226924570152497,0.000108571669340203
2013,"South Atlantic","South","Maryland","MD",5931129,8205,208.6,9319.2,175.84,0.00138337911719674,3.51703697559099e-05
2013,"New England","Northeast","Massachusetts","MA",6706786,19029,127.4,17693.5,113.1,0.00283727555941102,1.89956858620508e-05
2013,"East North Central","Midwest","Michigan","MI",9898982,11527,1000.6,15296.9,658.28,0.00116446317409204,0.000101081101066756
2013,"West North Central","Midwest","Minnesota","MN",5418521,8214,650.1,7727.1,651.42,0.00151591181431243,0.000119977388663807
2013,"East South Central","South","Mississippi","MS",2990482,2403,977.8,2194.7,851.98,0.000803549394378565,0.000326970702381756
2013,"West North Central","Midwest","Missouri","MO",6042711,8943,956.4,7911,917.75,0.00147996487007239,0.000158273331291204
2013,"Mountain","West","Montana","MT",1014314,1878,369.5,1572.9,354.64,0.00185149766245955,0.000364285615696914
2013,"West North Central","Midwest","Nebraska","NE",1868559,3145,407.4,3411.7,381.19,0.00168311517056727,0.000218028973128491
2013,"Mountain","West","Nevada","NV",2786464,7039,176.7,8907.1,156.47,0.00252614065711956,6.34137028147502e-05
2013,"New England","Northeast","New Hampshire","NH",1322687,1447,60,1608.5,52.18,0.00109398519831222,4.53622058733472e-05
2013,"Middle Atlantic","Northeast","New Jersey","NJ",8899162,12002,220.1,12788,175.24,0.00134866631262584,2.47326658397723e-05
2013,"Mountain","West","New Mexico","NM",2085193,2819,270.8,3028.3,241.53,0.001351913228176,0.000129868074561923
2013,"Middle Atlantic","Northeast","New York","NY",19673546,77430,602.8,71603.2,497.59,0.00393574193488047,3.06401296441424e-05
2013,"South Atlantic","South","North Carolina","NC",9841590,12168,1114.3,11964.5,935.65,0.00123638558403673,0.000113223574645967
2013,"West North Central","Midwest","North Dakota","ND",724019,2069,241.7,966.9,249.92,0.00285765981279497,0.000333831018246759
2013,"East North Central","Midwest","Ohio","OH",11570022,12325,875.2,12218.6,807.37,0.00106525294420356,7.56437628208486e-05
2013,"West South Central","South","Oklahoma","OK",3852415,4408,476.8,4427.4,436.06,0.00114421732861075,0.000123766520481308
2013,"Pacific","West","Oregon","OR",3925751,13822,412.1,16057.6,360.16,0.00352085499054831,0.000104973545189188
2013,"Middle Atlantic","Northeast","Pennsylvania","PA",12781338,15086,635.1,15222.1,523.41,0.0011803146118192,4.96896334327439e-05
2013,"New England","Northeast","Rhode Island","RI",1053033,1384,49.5,1264.9,44.97,0.00131429879215561,4.70070738523864e-05
2013,"South Atlantic","South","South Carolina","SC",4767894,6544,507.3,5228,469.11,0.00137251373457548,0.000106399177498493
2013,"West North Central","Midwest","South Dakota","SD",844922,1094,350.7,839.2,333.56,0.00129479407566616,0.000415067899758794
2013,"East South Central","South","Tennessee","TN",6494821,9528,1004.7,9710.7,893,0.00146701502628017,0.000154692484981495
2013,"West South Central","South","Texas","TX",26473525,29615,1711.4,32773.3,1161.96,0.00111866477924644,6.46457168057522e-05
2013,"Mountain","West","Utah","UT",2902663,3277,219.3,3237.1,204.88,0.00112896330025222,7.55513127083647e-05
2013,"New England","Northeast","Vermont","VT",627140,1454,84.9,1238,86.63,0.00231846158752432,0.000135376470963421
2013,"South Atlantic","South","Virginia","VA",8262692,7625,1039.2,8130.1,745.68,0.000922822731381008,0.000125770148518183
2013,"Pacific","West","Washington","WA",6968006,17760,428.5,20838.4,384.88,0.00254879229438092,6.14953546251252e-05
2013,"South Atlantic","South","West Virginia","WV",1853231,2240,519.5,2045.2,470.39,0.00120869983288646,0.000280321233564515
2013,"East North Central","Midwest","Wisconsin","WI",5742854,6104,642,5966.8,580.5,0.00106288615381829,0.000111791105955332
2013,"Mountain","West","Wyoming","WY",582684,953,138.9,859.8,127.62,0.00163553486967207,0.000238379636303726
2014,"East South Central","South","Alabama","AL",4843214,4561,592.2,5106.3,624,0.000941730016472533,0.000122274175784923
2014,"Mountain","West","Arizona","AZ",6719993,10495,150.3,11803.2,149.56,0.00156175757921176,2.23660947265868e-05
2014,"West South Central","South","Arkansas","AR",2966912,2936,644.9,3211.4,633.61,0.000989581086328142,0.000217364047197895
2014,"Pacific","West","California","CA",38680810,113952,610.8,123428.5,498.51,0.00294595692282556,1.57907758394925e-05
2014,"Mountain","West","Colorado","CO",5349648,10028,442.9,13189.1,415.96,0.00187451585599651,8.27904938792234e-05
2014,"New England","Northeast","Connecticut","CT",3591873,4450,59.4,4354.2,58.62,0.00123890794579875,1.65373330293137e-05
2014,"South Atlantic","South","Delaware","DE",934948,901,20.7,1001.9,20.7,0.000963689959227679,2.21402687636104e-05
2014,"Pacific","West","Hawaii","HI",1416349,6918,21,6497.5,22.91,0.00488438937013406,1.48268541157582e-05
2014,"Mountain","West","Idaho","ID",1633532,2104,324.5,1976.3,352.13,0.001288006601646,0.000198649307145498
2014,"East North Central","Midwest","Illinois","IL",12867544,13107,911.8,13811.3,890.01,0.00101860930104455,7.08604532457787e-05
2014,"East North Central","Midwest","Indiana","IN",6595233,5971,621.8,6437.2,755.65,0.000905350879946167,9.42802172417563e-05
2014,"West North Central","Midwest","Iowa","IA",3108030,3122,540.4,3088.7,585.65,0.00100449480860867,0.000173872195570828
2014,"West North Central","Midwest","Kansas","KS",2899360,2521,480.5,2094.9,532.9,0.000869502234975995,0.000165726229236797
2014,"East South Central","South","Kentucky","KY",4413057,5089,1153.1,5919.3,939.44,0.00115316888043821,0.000261292795447691
2014,"West South Central","South","Louisiana","LA",4647880,4606,422,7093.1,328.47,0.000990989440346997,9.07940824634027e-05
2014,"New England","Northeast","Maine","ME",1330719,2726,125.5,2528.8,128.84,0.00204851662898027,9.43099181720559e-05
2014,"South Atlantic","South","Maryland","MD",5967295,7856,179.6,9319.2,175.84,0.00131650940669097,3.00973891855522e-05
2014,"New England","Northeast","Massachusetts","MA",6749911,21237,113.6,17693.5,113.1,0.00314626370629183,1.68298515343387e-05
2014,"East North Central","Midwest","Michigan","MI",9915767,12227,859.8,15296.9,658.28,0.00123308665885352,8.67103876079379e-05
2014,"West North Central","Midwest","Minnesota","MN",5453109,8377,584.8,7727.1,651.42,0.00153618788841375,0.000107241575402215
2014,"East South Central","South","Mississippi","MS",2992400,2226,869.5,2194.7,851.98,0.000743884507418794,0.000290569442587889
2014,"West North Central","Midwest","Missouri","MO",6060930,7544,896.8,7911,917.75,0.00124469347113397,0.000147964091319319
2014,"Mountain","West","Montana","MT",1022867,1745,345.2,1572.9,354.64,0.00170598914619398,0.000337482781241354
2014,"West North Central","Midwest","Nebraska","NE",1881145,3026,358.4,3411.7,381.19,0.00160859476542212,0.00019052226170763
2014,"Mountain","West","Nevada","NV",2833013,8582,149.7,8907.1,156.47,0.00302928366371775,5.28412682892736e-05
2014,"New England","Northeast","New Hampshire","NH",1328743,1376,51.6,1608.5,52.18,0.00103556519206498,3.88336947024368e-05
2014,"Middle Atlantic","Northeast","New Jersey","NJ",8925001,11671,175.4,12788,175.24,0.00130767492350981,1.96526588624472e-05
2014,"Mountain","West","New Mexico","NM",2083024,2746,262.1,3028.3,241.53,0.00131827573758152,0.000125826682745854
2014,"Middle Atlantic","Northeast","New York","NY",19718515,80590,483.3,71603.2,497.59,0.00408702176609141,2.45099592946021e-05
2014,"South Atlantic","South","North Carolina","NC",9934399,11491,801.5,11964.5,935.65,0.00115668798887582,8.0679264040029e-05
2014,"West North Central","Midwest","North Dakota","ND",739904,1258,229,966.9,249.92,0.00170022056915492,0.000309499610760315
2014,"East North Central","Midwest","Ohio","OH",11594408,11823,722.9,12218.6,807.37,0.00101971571122907,6.23490220458e-05
2014,"West South Central","South","Oklahoma","OK",3877499,4191,438,4427.4,436.06,0.00108085134257933,0.000112959410176508
2014,"Pacific","West","Oregon","OR",3968371,12164,345,16057.6,360.16,0.0030652376000127,8.69374360411363e-05
2014,"Middle Atlantic","Northeast","Pennsylvania","PA",12790565,15333,498.5,15222.1,523.41,0.0011987742527402,3.89740406307305e-05
2014,"New England","Northeast","Rhode Island","RI",1054480,1190,47.1,1264.9,44.97,0.00112851832182687,4.46665655109628e-05
2014,"South Atlantic","South","South Carolina","SC",4828430,5057,357.4,5228,469.11,0.00104733836878654,7.40199195183527e-05
2014,"West North Central","Midwest","South Dakota","SD",852561,885,322.9,839.2,333.56,0.00103804889034333,0.000378741227900408
2014,"East South Central","South","Tennessee","TN",6544663,9415,780.7,9710.7,893,0.00143857674566284,0.000119288036679658
2014,"West South Central","South","Texas","TX",26944751,28495,1425,32773.3,1161.96,0.00105753435984619,5.28859962372634e-05
2014,"Mountain","West","Utah","UT",2941836,3081,185.1,3237.1,204.88,0.00104730515229265,6.29198908436772e-05
2014,"New England","Northeast","Vermont","VT",626984,1559,76.5,1238,86.63,0.00248650683271024,0.000122012682939278
2014,"South Atlantic","South","Virginia","VA",8317372,7020,893.6,8130.1,745.68,0.000844016595626599,0.000107437782030189
2014,"Pacific","West","Washington","WA",7054196,18442,352,20838.4,384.88,0.00261433053462081,4.98993790362502e-05
2014,"South Atlantic","South","West Virginia","WV",1848514,2013,487.7,2045.2,470.39,0.00108898282620527,0.000263833544133288
2014,"East North Central","Midwest","Wisconsin","WI",5758377,6055,534.1,5966.8,580.5,0.00105151156306716,9.27518292046526e-05
2014,"Mountain","West","Wyoming","WY",583642,757,119,859.8,127.62,0.00129702797262706,0.000203892111945336
2015,"East South Central","South","Alabama","AL",4853875,3970,495.8,5106.3,624,0.000817903221652803,0.000102145193273416
2015,"Mountain","West","Arizona","AZ",6817565,9896,139.9,11803.2,149.56,0.00145154464973931,2.05205230899889e-05
2015,"West South Central","South","Arkansas","AR",2977853,2560,563.4,3211.4,633.61,0.000859679775999688,0.000189196713202431
2015,"Pacific","West","California","CA",38993940,115738,528.3,123428.5,498.51,0.00296810222306338,1.35482590371735e-05
2015,"Mountain","West","Colorado","CO",5448819,9953,321.2,13189.1,415.96,0.0018266343587482,5.89485538058798e-05
2015,"New England","Northeast","Connecticut","CT",3584730,4047,52.5,4354.2,58.62,0.00112895531881062,1.46454544693743e-05
2015,"South Atlantic","South","Delaware","DE",944076,953,17.2,1001.9,20.7,0.00100945262881378,1.82188722094408e-05
2015,"Pacific","West","Hawaii","HI",1425157,7620,17.8,6497.5,22.91,0.00534677933729407,1.24898519952539e-05
2015,"Mountain","West","Idaho","ID",1652828,1966,270,1976.3,352.13,0.00118947646095056,0.00016335638070023
2015,"East North Central","Midwest","Illinois","IL",12839047,13177,704.3,13811.3,890.01,0.00102632228077364,5.48560964065324e-05
2015,"East North Central","Midwest","Indiana","IN",6612768,5863,570.9,6437.2,755.65,0.000886618130259522,8.63329849164525e-05
2015,"West North Central","Midwest","Iowa","IA",3121997,3081,486,3088.7,585.65,0.000986868341000968,0.00015566959225137
2015,"West North Central","Midwest","Kansas","KS",2906721,2348,444.8,2094.9,532.9,0.000807783065522972,0.000153024662497708
2015,"East South Central","South","Kentucky","KY",4424611,4538,881.4,5919.3,939.44,0.00102562688561774,0.00019920395261866
2015,"West South Central","South","Louisiana","LA",4668960,4081,542.3,7093.1,328.47,0.000874070456804085,0.000116150063397416
2015,"New England","Northeast","Maine","ME",1329453,2372,106.9,2528.8,128.84,0.00178419244606616,8.04090103222904e-05
2015,"South Atlantic","South","Maryland","MD",5994983,8390,168.6,9319.2,175.84,0.00139950355155302,2.8123515946584e-05
2015,"New England","Northeast","Massachusetts","MA",6784240,21135,100.2,17693.5,113.1,0.00311530842069266,1.47695246630426e-05
2015,"East North Central","Midwest","Michigan","MI",9917715,10516,0,15296.9,658.28,0.00106032488330225,0
2015,"West North Central","Midwest","Minnesota","MN",5482435,7546,511.7,7727.1,651.42,0.00137639570738185,9.33344398976002e-05
2015,"East South Central","South","Mississippi","MS",2989390,1983,732.1,2194.7,851.98,0.000663346033806228,0.000244899461094069
2015,"West North Central","Midwest","Missouri","MO",6076204,6722,754.2,7911,917.75,0.00110628280419815,0.000124123548188968
2015,"Mountain","West","Montana","MT",1032073,1709,305,1572.9,354.64,0.00165589062014024,0.000295521731505426
2015,"West North Central","Midwest","Nebraska","NE",1893765,2744,306,3411.7,381.19,0.00144896542073594,0.000161582878551457
2015,"Mountain","West","Nevada","NV",2883758,8743,132.8,8907.1,156.47,0.00303180780079327,4.60510209247794e-05
2015,"New England","Northeast","New Hampshire","NH",1330111,1445,44,1608.5,52.18,0.00108637549798475,3.30799459593974e-05
2015,"Middle Atlantic","Northeast","New Jersey","NJ",8935421,10098,163.1,12788,175.24,0.00113010903459389,1.82531970233971e-05
2015,"Mountain","West","New Mexico","NM",2080328,2629,254.5,3028.3,241.53,0.00126374302513834,0.000122336477709284
2015,"Middle Atlantic","Northeast","New York","NY",19747183,88250,431.5,71603.2,497.59,0.00446899185569911,2.18512179686591e-05
2015,"South Atlantic","South","North Carolina","NC",10035186,10685,700.7,11964.5,935.65,0.00106475355813036,6.98243161611554e-05
2015,"West North Central","Midwest","North Dakota","ND",756835,1305,221.6,966.9,249.92,0.00172428600685751,0.000292798298175956
2015,"East North Central","Midwest","Ohio","OH",11605090,11182,592,12218.6,807.37,0.000963542721340377,5.10120990013865e-05
2015,"West South Central","South","Oklahoma","OK",3907414,3777,368.4,4427.4,436.06,0.000966623961525449,9.42823053815132e-05
2015,"Pacific","West","Oregon","OR",4024634,13226,282,16057.6,360.16,0.00328626155819386,7.00684832459299e-05
2015,"Middle Atlantic","Northeast","Pennsylvania","PA",12791904,15421,437,15222.1,523.41,0.00120552812153687,3.41622326121272e-05
2015,"New England","Northeast","Rhode Island","RI",1055607,1111,35.8,1264.9,44.97,0.00105247502148053,3.39141366057633e-05
2015,"South Atlantic","South","South Carolina","SC",4894834,5354,371.8,5228,469.11,0.00109380624552334,7.59576320667872e-05
2015,"West North Central","Midwest","South Dakota","SD",857919,1036,300.5,839.2,333.56,0.0012075732091258,0.000350266167318826
2015,"East South Central","South","Tennessee","TN",6595056,9123,750.6,9710.7,893,0.00138330895143271,0.000113812528657831
2015,"West South Central","South","Texas","TX",27429639,23678,1200.5,32773.3,1161.96,0.00086322681826035,4.37665256914245e-05
2015,"Mountain","West","Utah","UT",2990632,3025,173.9,3237.1,204.88,0.00101149188532725,5.81482442507136e-05
2015,"New England","Northeast","Vermont","VT",626088,1523,72.2,1238,86.63,0.00243256539016879,0.000115319252245691
2015,"South Atlantic","South","Virginia","VA",8367587,7001,814.4,8130.1,745.68,0.000836680873470452,9.73279393449987e-05
2015,"Pacific","West","Washington","WA",7160290,19419,331.6,20838.4,384.88,0.00271204099275309,4.63109734382267e-05
2015,"South Atlantic","South","West Virginia","WV",1841053,1835,470.3,2045.2,470.39,0.000996712207633349,0.000255451635558563
2015,"East North Central","Midwest","Wisconsin","WI",5767891,6057,456.3,5966.8,580.5,0.00105012386676517,7.9110371537881e-05
2015,"Mountain","West","Wyoming","WY",586555,798,105.1,859.8,127.62,0.00136048622891289,0.000179181832905695
2016,"East South Central","South","Alabama","AL",4863300,4111,487.5,5106.3,624,0.00084531079719532,0.000100240577385726
2016,"Mountain","West","Arizona","AZ",6931071,9707,116.4,11803.2,149.56,0.00140050505903056,1.67939413692343e-05
2016,"West South Central","South","Arkansas","AR",2988248,2463,417.8,3211.4,633.61,0.000824228778869759,0.00013981436614364
2016,"Pacific","West","California","CA",39250017,118142,453.3,123428.5,498.51,0.00300998595745831,1.15490395838555e-05
2016,"Mountain","West","Colorado","CO",5540545,10550,215,13189.1,415.96,0.00190414480885906,3.88048468156111e-05
2016,"New England","Northeast","Connecticut","CT",3576452,3902,47.3,4354.2,58.62,0.0010910254073031,1.32253976846327e-05
2016,"South Atlantic","South","Delaware","DE",952065,1070,15.8,1001.9,20.7,0.00112387284481627,1.65955055589692e-05
2016,"Pacific","West","Hawaii","HI",1428557,7921,13.8,6497.5,22.91,0.00554475600203562,9.66009756698543e-06
2016,"Mountain","West","Idaho","ID",1683140,2247,257.9,1976.3,352.13,0.0013350048124339,0.000153225518970496
2016,"East North Central","Midwest","Illinois","IL",12801539,11590,816.7,13811.3,890.01,0.00090535989461892,6.37970169055455e-05
2016,"East North Central","Midwest","Indiana","IN",6633053,5798,486.9,6437.2,755.65,0.000874107292675032,7.3405112246201e-05
2016,"West North Central","Midwest","Iowa","IA",3134693,3064,464.3,3088.7,585.65,0.000977448190301251,0.000148116577923261
2016,"West North Central","Midwest","Kansas","KS",2907289,2008,446.1,2094.9,532.9,0.000690677810152345,0.000153441917882949
2016,"East South Central","South","Kentucky","KY",4436974,4237,937.9,5919.3,939.44,0.000954930094248918,0.00021138280278406
2016,"West South Central","South","Louisiana","LA",4681666,3994,469,7093.1,328.47,0.000853115109023155,0.000100178013553295
2016,"New England","Northeast","Maine","ME",1331479,2241,84,2528.8,128.84,0.00168309075847235,6.30877392733945e-05
2016,"South Atlantic","South","Maryland","MD",6016447,7689,141.6,9319.2,175.84,0.00127799679777782,2.35354853121784e-05
2016,"New England","Northeast","Massachusetts","MA",6811779,19608,85.7,17693.5,113.1,0.00287854318233166,1.25811480378327e-05
2016,"East North Central","Midwest","Michigan","MI",9928300,9316,528.5,15296.9,658.28,0.000938327810400572,5.32316710816555e-05
2016,"West North Central","Midwest","Minnesota","MN",5519952,7341,513.9,7727.1,651.42,0.0013299028687206,9.30986356403099e-05
2016,"East South Central","South","Mississippi","MS",2988726,1738,695.9,2194.7,851.98,0.000581518680534783,0.000232841685721608
2016,"West North Central","Midwest","Missouri","MO",6093000,6441,608.5,7911,917.75,0.00105711472181192,9.98687017889381e-05
2016,"Mountain","West","Montana","MT",1042520,1418,300.8,1572.9,354.64,0.00136016575221578,0.000288531634884702
2016,"West North Central","Midwest","Nebraska","NE",1907116,2754,311.2,3411.7,381.19,0.00144406527972079,0.000163178327904543
2016,"Mountain","West","Nevada","NV",2940058,7398,121,8907.1,156.47,0.00251627688977564,4.11556506708371e-05
2016,"New England","Northeast","New Hampshire","NH",1334795,1366,32.9,1608.5,52.18,0.00102337812173405,2.46479796523062e-05
2016,"Middle Atlantic","Northeast","New Jersey","NJ",8944469,8895,111.6,12788,175.24,0.000994469319531433,1.24769843799559e-05
2016,"Mountain","West","New Mexico","NM",2081015,2263,239.5,3028.3,241.53,0.0010874501144874,0.000115088070004301
2016,"Middle Atlantic","Northeast","New York","NY",19745289,86352,368.4,71603.2,497.59,0.0043732963341281,1.86576149885677e-05
2016,"South Atlantic","South","North Carolina","NC",10146788,9559,673.5,11964.5,935.65,0.000942071520563946,6.63756846008806e-05
2016,"West North Central","Midwest","North Dakota","ND",757952,923,234.4,966.9,249.92,0.00121775521405049,0.00030925441188888
2016,"East North Central","Midwest","Ohio","OH",11614373,10404,589.4,12218.6,807.37,0.000895786625761029,5.0747466092229e-05
2016,"West South Central","South","Oklahoma","OK",3923561,4107,371.9,4427.4,436.06,0.00104675319180714,9.47863433243423e-05
2016,"Pacific","West","Oregon","OR",4093465,13238,231.6,16057.6,360.16,0.0032339350647923,5.65779846658027e-05
2016,"Middle Atlantic","Northeast","Pennsylvania","PA",12784227,15339,397.1,15222.1,523.41,0.00119983789399234,3.10617137821473e-05
2016,"New England","Northeast","Rhode Island","RI",1056426,1160,29.7,1264.9,44.97,0.00109804188840487,2.81136586945039e-05
2016,"South Atlantic","South","South Carolina","SC",4961119,5051,304.3,5228,469.11,0.00101811708205346,6.13369685347197e-05
