"Year","state","state.code","Sum_Total_Homeless","Sum_Unemploy_Rate","avg_homeless_07to16","avg_unemploy_07to16","Estimate Date","Estimate"
2013,"Oregon","OR",13822,412.1,16057.6,360.16,"EST_JUL_2013",3925751
2013,"Pennsylvania","PA",15086,635.1,15222.1,523.41,"EST_JUL_2013",12781338
2013,"Rhode Island","RI",1384,49.5,1264.9,44.97,"EST_JUL_2013",1053033
2013,"South Carolina","SC",6544,507.3,5228,469.11,"EST_JUL_2013",4767894
2013,"South Dakota","SD",1094,350.7,839.2,333.56,"EST_JUL_2013",844922
2013,"Tennessee","TN",9528,1004.7,9710.7,893,"EST_JUL_2013",6494821
2013,"Texas","TX",29615,1711.4,32773.3,1161.96,"EST_JUL_2013",26473525
2013,"Utah","UT",3277,219.3,3237.1,204.88,"EST_JUL_2013",2902663
2013,"Vermont","VT",1454,84.9,1238,86.63,"EST_JUL_2013",627140
2013,"Virginia","VA",7625,1039.2,8130.1,745.68,"EST_JUL_2013",8262692
2013,"Washington","WA",17760,428.5,20838.4,384.88,"EST_JUL_2013",6968006
2013,"West Virginia","WV",2240,519.5,2045.2,470.39,"EST_JUL_2013",1853231
2013,"Wisconsin","WI",6104,642,5966.8,580.5,"EST_JUL_2013",5742854
2013,"Wyoming","WY",953,138.9,859.8,127.62,"EST_JUL_2013",582684
2014,"Alabama","AL",4561,592.2,5106.3,624,"EST_JUL_2014",4843214
2014,"Arizona","AZ",10495,150.3,11803.2,149.56,"EST_JUL_2014",6719993
2014,"Arkansas","AR",2936,644.9,3211.4,633.61,"EST_JUL_2014",2966912
2014,"California","CA",113952,610.8,123428.5,498.51,"EST_JUL_2014",38680810
2014,"Colorado","CO",10028,442.9,13189.1,415.96,"EST_JUL_2014",5349648
2014,"Connecticut","CT",4450,59.4,4354.2,58.62,"EST_JUL_2014",3591873
2014,"Delaware","DE",901,20.7,1001.9,20.7,"EST_JUL_2014",934948
2014,"Hawaii","HI",6918,21,6497.5,22.91,"EST_JUL_2014",1416349
2014,"Idaho","ID",2104,324.5,1976.3,352.13,"EST_JUL_2014",1633532
2014,"Illinois","IL",13107,911.8,13811.3,890.01,"EST_JUL_2014",12867544
2014,"Indiana","IN",5971,621.8,6437.2,755.65,"EST_JUL_2014",6595233
2014,"Iowa","IA",3122,540.4,3088.7,585.65,"EST_JUL_2014",3108030
2014,"Kansas","KS",2521,480.5,2094.9,532.9,"EST_JUL_2014",2899360
2014,"Kentucky","KY",5089,1153.1,5919.3,939.44,"EST_JUL_2014",4413057
2014,"Louisiana","LA",4606,422,7093.1,328.47,"EST_JUL_2014",4647880
2014,"Maine","ME",2726,125.5,2528.8,128.84,"EST_JUL_2014",1330719
2014,"Maryland","MD",7856,179.6,9319.2,175.84,"EST_JUL_2014",5967295
2014,"Massachusetts","MA",21237,113.6,17693.5,113.1,"EST_JUL_2014",6749911
2014,"Michigan","MI",12227,859.8,15296.9,658.28,"EST_JUL_2014",9915767
2014,"Minnesota","MN",8377,584.8,7727.1,651.42,"EST_JUL_2014",5453109
2014,"Mississippi","MS",2226,869.5,2194.7,851.98,"EST_JUL_2014",2992400
2014,"Missouri","MO",7544,896.8,7911,917.75,"EST_JUL_2014",6060930
2014,"Montana","MT",1745,345.2,1572.9,354.64,"EST_JUL_2014",1022867
2014,"Nebraska","NE",3026,358.4,3411.7,381.19,"EST_JUL_2014",1881145
2014,"Nevada","NV",8582,149.7,8907.1,156.47,"EST_JUL_2014",2833013
2014,"New Hampshire","NH",1376,51.6,1608.5,52.18,"EST_JUL_2014",1328743
2014,"New Jersey","NJ",11671,175.4,12788,175.24,"EST_JUL_2014",8925001
2014,"New Mexico","NM",2746,262.1,3028.3,241.53,"EST_JUL_2014",2083024
2014,"New York","NY",80590,483.3,71603.2,497.59,"EST_JUL_2014",19718515
2014,"North Carolina","NC",11491,801.5,11964.5,935.65,"EST_JUL_2014",9934399
2014,"North Dakota","ND",1258,229,966.9,249.92,"EST_JUL_2014",739904
2014,"Ohio","OH",11823,722.9,12218.6,807.37,"EST_JUL_2014",11594408
2014,"Oklahoma","OK",4191,438,4427.4,436.06,"EST_JUL_2014",3877499
2014,"Oregon","OR",12164,345,16057.6,360.16,"EST_JUL_2014",3968371
2014,"Pennsylvania","PA",15333,498.5,15222.1,523.41,"EST_JUL_2014",12790565
2014,"Rhode Island","RI",1190,47.1,1264.9,44.97,"EST_JUL_2014",1054480
2014,"South Carolina","SC",5057,357.4,5228,469.11,"EST_JUL_2014",4828430
2014,"South Dakota","SD",885,322.9,839.2,333.56,"EST_JUL_2014",852561
2014,"Tennessee","TN",9415,780.7,9710.7,893,"EST_JUL_2014",6544663
2014,"Texas","TX",28495,1425,32773.3,1161.96,"EST_JUL_2014",26944751
2014,"Utah","UT",3081,185.1,3237.1,204.88,"EST_JUL_2014",2941836
2014,"Vermont","VT",1559,76.5,1238,86.63,"EST_JUL_2014",626984
2014,"Virginia","VA",7020,893.6,8130.1,745.68,"EST_JUL_2014",8317372
2014,"Washington","WA",18442,352,20838.4,384.88,"EST_JUL_2014",7054196
2014,"West Virginia","WV",2013,487.7,2045.2,470.39,"EST_JUL_2014",1848514
2014,"Wisconsin","WI",6055,534.1,5966.8,580.5,"EST_JUL_2014",5758377
2014,"Wyoming","WY",757,119,859.8,127.62,"EST_JUL_2014",583642
2015,"Alabama","AL",3970,495.8,5106.3,624,"EST_JUL_2015",4853875
2015,"Arizona","AZ",9896,139.9,11803.2,149.56,"EST_JUL_2015",6817565
2015,"Arkansas","AR",2560,563.4,3211.4,633.61,"EST_JUL_2015",2977853
2015,"California","CA",115738,528.3,123428.5,498.51,"EST_JUL_2015",38993940
2015,"Colorado","CO",9953,321.2,13189.1,415.96,"EST_JUL_2015",5448819
2015,"Connecticut","CT",4047,52.5,4354.2,58.62,"EST_JUL_2015",3584730
2015,"Delaware","DE",953,17.2,1001.9,20.7,"EST_JUL_2015",944076
2015,"Hawaii","HI",7620,17.8,6497.5,22.91,"EST_JUL_2015",1425157
2015,"Idaho","ID",1966,270,1976.3,352.13,"EST_JUL_2015",1652828
2015,"Illinois","IL",13177,704.3,13811.3,890.01,"EST_JUL_2015",12839047
2015,"Indiana","IN",5863,570.9,6437.2,755.65,"EST_JUL_2015",6612768
2015,"Iowa","IA",3081,486,3088.7,585.65,"EST_JUL_2015",3121997
2015,"Kansas","KS",2348,444.8,2094.9,532.9,"EST_JUL_2015",2906721
2015,"Kentucky","KY",4538,881.4,5919.3,939.44,"EST_JUL_2015",4424611
2015,"Louisiana","LA",4081,542.3,7093.1,328.47,"EST_JUL_2015",4668960
2015,"Maine","ME",2372,106.9,2528.8,128.84,"EST_JUL_2015",1329453
2015,"Maryland","MD",8390,168.6,9319.2,175.84,"EST_JUL_2015",5994983
2015,"Massachusetts","MA",21135,100.2,17693.5,113.1,"EST_JUL_2015",6784240
2015,"Michigan","MI",10516,0,15296.9,658.28,"EST_JUL_2015",9917715
2015,"Minnesota","MN",7546,511.7,7727.1,651.42,"EST_JUL_2015",5482435
2015,"Mississippi","MS",1983,732.1,2194.7,851.98,"EST_JUL_2015",2989390
2015,"Missouri","MO",6722,754.2,7911,917.75,"EST_JUL_2015",6076204
2015,"Montana","MT",1709,305,1572.9,354.64,"EST_JUL_2015",1032073
2015,"Nebraska","NE",2744,306,3411.7,381.19,"EST_JUL_2015",1893765
2015,"Nevada","NV",8743,132.8,8907.1,156.47,"EST_JUL_2015",2883758
2015,"New Hampshire","NH",1445,44,1608.5,52.18,"EST_JUL_2015",1330111
2015,"New Jersey","NJ",10098,163.1,12788,175.24,"EST_JUL_2015",8935421
2015,"New Mexico","NM",2629,254.5,3028.3,241.53,"EST_JUL_2015",2080328
2015,"New York","NY",88250,431.5,71603.2,497.59,"EST_JUL_2015",19747183
2015,"North Carolina","NC",10685,700.7,11964.5,935.65,"EST_JUL_2015",10035186
2015,"North Dakota","ND",1305,221.6,966.9,249.92,"EST_JUL_2015",756835
2015,"Ohio","OH",11182,592,12218.6,807.37,"EST_JUL_2015",11605090
2015,"Oklahoma","OK",3777,368.4,4427.4,436.06,"EST_JUL_2015",3907414
2015,"Oregon","OR",13226,282,16057.6,360.16,"EST_JUL_2015",4024634
2015,"Pennsylvania","PA",15421,437,15222.1,523.41,"EST_JUL_2015",12791904
2015,"Rhode Island","RI",1111,35.8,1264.9,44.97,"EST_JUL_2015",1055607
2015,"South Carolina","SC",5354,371.8,5228,469.11,"EST_JUL_2015",4894834
2015,"South Dakota","SD",1036,300.5,839.2,333.56,"EST_JUL_2015",857919
2015,"Tennessee","TN",9123,750.6,9710.7,893,"EST_JUL_2015",6595056
2015,"Texas","TX",23678,1200.5,32773.3,1161.96,"EST_JUL_2015",27429639
2015,"Utah","UT",3025,173.9,3237.1,204.88,"EST_JUL_2015",2990632
2015,"Vermont","VT",1523,72.2,1238,86.63,"EST_JUL_2015",626088
2015,"Virginia","VA",7001,814.4,8130.1,745.68,"EST_JUL_2015",8367587
2015,"Washington","WA",19419,331.6,20838.4,384.88,"EST_JUL_2015",7160290
2015,"West Virginia","WV",1835,470.3,2045.2,470.39,"EST_JUL_2015",1841053
2015,"Wisconsin","WI",6057,456.3,5966.8,580.5,"EST_JUL_2015",5767891
2015,"Wyoming","WY",798,105.1,859.8,127.62,"EST_JUL_2015",586555
2016,"Alabama","AL",4111,487.5,5106.3,624,"EST_JUL_2016",4863300
2016,"Arizona","AZ",9707,116.4,11803.2,149.56,"EST_JUL_2016",6931071
2016,"Arkansas","AR",2463,417.8,3211.4,633.61,"EST_JUL_2016",2988248
2016,"California","CA",118142,453.3,123428.5,498.51,"EST_JUL_2016",39250017
2016,"Colorado","CO",10550,215,13189.1,415.96,"EST_JUL_2016",5540545
2016,"Connecticut","CT",3902,47.3,4354.2,58.62,"EST_JUL_2016",3576452
2016,"Delaware","DE",1070,15.8,1001.9,20.7,"EST_JUL_2016",952065
2016,"Hawaii","HI",7921,13.8,6497.5,22.91,"EST_JUL_2016",1428557
2016,"Idaho","ID",2247,257.9,1976.3,352.13,"EST_JUL_2016",1683140
2016,"Illinois","IL",11590,816.7,13811.3,890.01,"EST_JUL_2016",12801539
2016,"Indiana","IN",5798,486.9,6437.2,755.65,"EST_JUL_2016",6633053
2016,"Iowa","IA",3064,464.3,3088.7,585.65,"EST_JUL_2016",3134693
2016,"Kansas","KS",2008,446.1,2094.9,532.9,"EST_JUL_2016",2907289
2016,"Kentucky","KY",4237,937.9,5919.3,939.44,"EST_JUL_2016",4436974
2016,"Louisiana","LA",3994,469,7093.1,328.47,"EST_JUL_2016",4681666
2016,"Maine","ME",2241,84,2528.8,128.84,"EST_JUL_2016",1331479
2016,"Maryland","MD",7689,141.6,9319.2,175.84,"EST_JUL_2016",6016447
2016,"Massachusetts","MA",19608,85.7,17693.5,113.1,"EST_JUL_2016",6811779
2016,"Michigan","MI",9316,528.5,15296.9,658.28,"EST_JUL_2016",9928300
2016,"Minnesota","MN",7341,513.9,7727.1,651.42,"EST_JUL_2016",5519952
2016,"Mississippi","MS",1738,695.9,2194.7,851.98,"EST_JUL_2016",2988726
2016,"Missouri","MO",6441,608.5,7911,917.75,"EST_JUL_2016",6093000
2016,"Montana","MT",1418,300.8,1572.9,354.64,"EST_JUL_2016",1042520
2016,"Nebraska","NE",2754,311.2,3411.7,381.19,"EST_JUL_2016",1907116
2016,"Nevada","NV",7398,121,8907.1,156.47,"EST_JUL_2016",2940058
2016,"New Hampshire","NH",1366,32.9,1608.5,52.18,"EST_JUL_2016",1334795
2016,"New Jersey","NJ",8895,111.6,12788,175.24,"EST_JUL_2016",8944469
2016,"New Mexico","NM",2263,239.5,3028.3,241.53,"EST_JUL_2016",2081015
2016,"New York","NY",86352,368.4,71603.2,497.59,"EST_JUL_2016",19745289
2016,"North Carolina","NC",9559,673.5,11964.5,935.65,"EST_JUL_2016",10146788
2016,"North Dakota","ND",923,234.4,966.9,249.92,"EST_JUL_2016",757952
2016,"Ohio","OH",10404,589.4,12218.6,807.37,"EST_JUL_2016",11614373
2016,"Oklahoma","OK",4107,371.9,4427.4,436.06,"EST_JUL_2016",3923561
2016,"Oregon","OR",13238,231.6,16057.6,360.16,"EST_JUL_2016",4093465
2016,"Pennsylvania","PA",15339,397.1,15222.1,523.41,"EST_JUL_2016",12784227
2016,"Rhode Island","RI",1160,29.7,1264.9,44.97,"EST_JUL_2016",1056426
2016,"South Carolina","SC",5051,304.3,5228,469.11,"EST_JUL_2016",4961119
2016,"South Dakota","SD",1072,244.9,839.2,333.56,"EST_JUL_2016",865454
2016,"Tennessee","TN",8779,571.7,9710.7,893,"EST_JUL_2016",6651194
2016,"Texas","TX",23122,1253.3,32773.3,1161.96,"EST_JUL_2016",27862596
2016,"Utah","UT",2807,177.9,3237.1,204.88,"EST_JUL_2016",3051217
2016,"Vermont","VT",1117,67,1238,86.63,"EST_JUL_2016",624594
2016,"Virginia","VA",6268,696.9,8130.1,745.68,"EST_JUL_2016",8411808
2016,"Washington","WA",20827,323.7,20838.4,384.88,"EST_JUL_2016",7288000
2016,"West Virginia","WV",1387,475.1,2045.2,470.39,"EST_JUL_2016",1831102
2016,"Wisconsin","WI",5685,444.9,5966.8,580.5,"EST_JUL_2016",5778708
2016,"Wyoming","WY",857,130.2,859.8,127.62,"EST_JUL_2016",585501
